date,account,asset_symbol,asset_type,sector,units_held,unit_price,market_value,roi,dividend,annualized_roi,holding_days
2023-02-22,Account B,VTSAX,mutual fund,Finance,30.15,1121.36,33809.0,-0.18,3.29,-18.0,825
2023-08-31,Account B,VTSAX,stock,Tech,27.08,199.73,5408.69,-0.11,2.84,-11.0,635
2023-09-07,Account B,VTSAX,mutual fund,Healthcare,15.52,1410.56,21891.89,0.21,4.92,21.0,628
2023-11-21,Account B,VTSAX,stock,Healthcare,13.72,1456.1,19977.69,0.02,1.74,2.0,553
2023-09-02,Account B,VTSAX,stock,Energy,3.47,126.51,438.99,0.15,2.29,15.0,633
2023-10-02,Account B,VTSAX,stock,Healthcare,12.1,940.26,11377.15,-0.07,2.89,-7.000000000000001,603
2023-04-04,Account B,VTSAX,stock,Tech,18.6,1244.15,23141.19,0.21,2.39,21.0,784
2023-02-16,Account B,VTSAX,stock,Consumer,18.19,575.71,10472.16,0.2,1.64,20.0,831
2023-01-29,Account B,VTSAX,mutual fund,Tech,11.24,172.8,1942.27,0.03,2.41,3.0,849
2023-01-07,Account B,VTSAX,stock,Consumer,42.2,370.8,15647.76,-0.01,4.04,-1.0,871
2023-02-25,Account B,VTSAX,mutual fund,Energy,41.36,607.69,25134.06,0.03,1.52,3.0,822
2023-10-29,Account B,VTSAX,stock,Energy,46.7,222.03,10368.8,0.27,3.42,27.0,576
2023-05-11,Account B,VTSAX,stock,Energy,27.05,97.36,2633.59,0.04,2.04,4.0,747
2023-02-24,Account B,VTSAX,mutual fund,Consumer,8.9,1001.79,8915.93,0.29,2.81,28.999999999999996,823
2023-06-24,Account B,VTSAX,mutual fund,Finance,36.02,149.25,5375.99,0.01,0.58,1.0,703
2023-01-03,Account B,VTSAX,mutual fund,Energy,31.03,1410.8,43777.12,0.13,0.38,13.0,875
2023-01-02,Account B,VTSAX,mutual fund,Consumer,18.38,848.46,15594.69,0.0,4.17,0.0,876
2023-01-27,Account B,VTSAX,stock,Energy,40.92,937.15,38348.18,-0.01,1.28,-1.0,851
2023-04-03,Account B,VTSAX,stock,Healthcare,6.19,564.6,3494.87,0.01,3.38,1.0,785
2023-08-08,Account B,VTSAX,stock,Energy,33.25,151.66,5042.69,-0.0,0.91,-0.0,658
2023-08-23,Account B,VTSAX,crypto,Healthcare,8.68,1249.59,10846.44,-0.18,0.0,-18.0,643
2023-04-30,Account B,VTSAX,mutual fund,Consumer,21.54,293.9,6330.61,0.24,2.79,24.0,758
2023-06-05,Account B,VTSAX,crypto,Finance,12.34,778.52,9606.94,0.17,0.0,17.0,722
2023-07-29,Account B,VTSAX,crypto,Finance,47.95,369.65,17724.72,0.24,0.0,24.0,668
2023-09-14,Account B,VTSAX,stock,Consumer,46.78,1378.81,64500.73,0.12,3.15,12.0,621
2023-03-24,Account B,VTSAX,crypto,Energy,20.76,1140.98,23686.74,0.07,0.0,7.000000000000001,795
2023-08-27,Account B,VTSAX,mutual fund,Tech,34.19,671.26,22950.38,0.17,4.12,17.0,639
2023-06-18,Account B,VTSAX,mutual fund,Tech,8.18,1257.75,10288.4,0.07,4.22,7.000000000000001,709
2023-12-27,Account B,VTSAX,mutual fund,Tech,22.13,599.61,13269.37,0.26,1.26,26.0,517
2023-02-03,Account B,VTSAX,mutual fund,Tech,42.37,751.83,31855.04,0.06,1.54,6.0,844
2023-12-02,Account B,VTSAX,crypto,Energy,29.08,521.56,15166.96,-0.18,0.0,-18.0,542
2023-09-13,Account B,VTSAX,stock,Finance,14.33,59.25,849.05,0.29,4.83,28.999999999999996,622
2023-02-11,Account B,VTSAX,crypto,Tech,20.36,1106.14,22521.01,-0.03,0.0,-3.0,836
2023-01-09,Account B,VTSAX,mutual fund,Healthcare,33.88,1217.87,41261.44,0.27,2.0,27.0,869
2023-09-20,Account B,VTSAX,mutual fund,Healthcare,39.38,435.6,17153.93,0.3,0.13,30.0,615
2023-02-09,Account B,VTSAX,stock,Energy,30.57,1006.28,30761.98,0.14,0.6,14.000000000000002,838
2023-07-12,Account B,VTSAX,stock,Finance,46.99,312.72,14694.71,0.11,1.11,11.0,685
2023-04-10,Account B,VTSAX,mutual fund,Healthcare,16.05,842.36,13519.88,0.01,0.8,1.0,778
2023-12-20,Account B,VTSAX,crypto,Energy,9.38,656.31,6156.19,0.18,0.0,18.0,524
2023-06-13,Account B,VTSAX,mutual fund,Consumer,45.0,171.99,7739.55,-0.0,0.5,-0.0,714
2023-01-22,Account B,VTSAX,crypto,Energy,1.81,1009.49,1827.18,0.1,0.0,10.0,856
2023-10-15,Account B,VTSAX,stock,Consumer,8.99,389.03,3497.38,-0.19,4.17,-19.0,590
2023-12-17,Account B,VTSAX,mutual fund,Consumer,48.76,246.42,12015.44,-0.08,4.34,-8.0,527
2023-01-23,Account C,AAPL,stock,Finance,46.4,658.46,30552.54,-0.17,0.2,-17.0,855
2023-02-06,Account C,AAPL,mutual fund,Healthcare,29.12,619.7,18045.66,-0.19,2.92,-19.0,841
2023-08-11,Account C,AAPL,stock,Energy,1.55,1191.69,1847.12,-0.05,0.2,-5.0,655
2023-11-26,Account C,AAPL,mutual fund,Tech,29.83,626.64,18692.67,0.29,2.72,28.999999999999996,548
2023-10-21,Account C,AAPL,stock,Tech,14.49,1078.69,15630.22,-0.06,4.52,-6.0,584
2023-06-19,Account C,AAPL,crypto,Finance,19.36,847.31,16403.92,-0.17,0.0,-17.0,708
2023-09-16,Account C,AAPL,crypto,Consumer,21.88,1256.93,27501.63,0.2,0.0,20.0,619
2023-12-08,Account C,AAPL,mutual fund,Tech,11.99,377.81,4529.94,0.21,4.65,21.0,536
2023-05-04,Account C,AAPL,crypto,Energy,5.67,702.59,3983.69,-0.03,0.0,-3.0,754
2023-06-03,Account C,AAPL,mutual fund,Consumer,43.66,171.11,7470.66,-0.09,3.76,-9.0,724
2023-08-07,Account C,AAPL,stock,Healthcare,3.51,764.18,2682.27,0.02,1.67,2.0,659
2023-05-05,Account C,AAPL,crypto,Tech,20.33,818.41,16638.28,-0.12,0.0,-12.0,753
2023-04-03,Account C,AAPL,mutual fund,Finance,29.03,1217.88,35355.06,0.18,0.77,18.0,785
2023-09-21,Account C,AAPL,mutual fund,Healthcare,8.31,438.85,3646.84,-0.02,2.04,-2.0,614
2023-08-30,Account C,AAPL,crypto,Energy,34.31,132.19,4535.44,-0.18,0.0,-18.0,636
2023-10-23,Account C,AAPL,crypto,Finance,20.2,1060.89,21429.98,-0.1,0.0,-10.0,582
2023-03-04,Account C,AAPL,crypto,Consumer,32.43,426.75,13839.5,0.24,0.0,24.0,815
2023-07-05,Account C,AAPL,stock,Energy,44.89,481.07,21595.23,-0.09,2.06,-9.0,692
2023-11-15,Account C,AAPL,stock,Healthcare,12.79,1024.96,13109.24,0.21,3.37,21.0,559
2023-10-13,Account C,AAPL,crypto,Consumer,41.39,625.64,25895.24,-0.12,0.0,-12.0,592
2023-02-11,Account C,AAPL,crypto,Finance,37.16,572.69,21281.16,0.14,0.0,14.000000000000002,836
2023-04-17,Account C,AAPL,mutual fund,Healthcare,14.26,167.78,2392.54,0.3,0.78,30.0,771
2023-05-19,Account C,AAPL,mutual fund,Consumer,49.43,1467.06,72516.78,0.2,3.3,20.0,739
2023-10-12,Account C,AAPL,mutual fund,Energy,29.31,1305.85,38274.46,-0.06,2.34,-6.0,593
2023-03-09,Account C,AAPL,stock,Consumer,31.35,646.23,20259.31,0.01,1.65,1.0,810
2023-08-27,Account C,AAPL,mutual fund,Tech,28.65,1283.33,36767.4,-0.1,4.67,-10.0,639
2023-06-05,Account C,AAPL,crypto,Healthcare,34.77,1243.75,43245.19,0.08,0.0,8.0,722
2023-05-02,Account C,AAPL,mutual fund,Finance,39.2,73.49,2880.81,0.21,0.2,21.0,756
2023-01-29,Account C,AAPL,crypto,Consumer,44.61,1488.35,66395.29,-0.05,0.0,-5.0,849
2023-03-29,Account C,AAPL,stock,Tech,11.31,1159.78,13117.11,-0.07,4.33,-7.000000000000001,790
2023-06-22,Account C,AAPL,mutual fund,Energy,6.04,232.64,1405.15,0.29,3.37,28.999999999999996,705
2023-09-14,Account C,AAPL,crypto,Finance,42.5,520.28,22111.9,0.14,0.0,14.000000000000002,621
2023-09-09,Account C,AAPL,stock,Finance,30.12,924.57,27848.05,0.14,2.88,14.000000000000002,626
2023-02-25,Account C,AAPL,stock,Tech,22.02,450.09,9910.98,0.18,1.13,18.0,822
2023-03-06,Account C,AAPL,stock,Finance,34.93,388.33,13564.37,0.11,3.74,11.0,813
2023-04-29,Account C,AAPL,stock,Consumer,11.72,136.92,1604.7,-0.13,3.03,-13.0,759
2023-11-06,Account C,AAPL,stock,Tech,42.62,115.25,4911.95,0.17,1.71,17.0,568
2023-11-24,Account C,AAPL,mutual fund,Consumer,24.45,1396.85,34152.98,-0.03,2.33,-3.0,550
2023-08-12,Account C,AAPL,crypto,Tech,1.67,168.32,281.09,-0.07,0.0,-7.000000000000001,654
2023-05-12,Account C,AAPL,crypto,Finance,2.36,965.49,2278.56,0.01,0.0,1.0,746
2023-03-08,Account C,AAPL,stock,Energy,27.86,303.24,8448.27,-0.05,3.32,-5.0,811
2023-07-21,Account C,AAPL,mutual fund,Healthcare,48.3,123.1,5945.73,0.25,2.88,25.0,676
2023-01-14,Account C,AAPL,crypto,Healthcare,28.63,775.4,22199.7,-0.17,0.0,-17.0,864
2023-09-12,Account C,AAPL,mutual fund,Tech,5.4,921.32,4975.13,-0.03,4.59,-3.0,623
2023-03-01,Account C,AAPL,stock,Healthcare,20.92,257.76,5392.34,0.16,1.47,16.0,818
2023-06-12,Account C,AAPL,stock,Tech,26.75,1061.86,28404.75,0.25,3.96,25.0,715
2023-03-15,Account C,AAPL,stock,Healthcare,34.14,1035.47,35350.95,0.27,1.48,27.0,804
2023-01-30,Account C,AAPL,stock,Finance,1.05,444.33,466.55,-0.09,3.31,-9.0,848
2023-11-17,Account C,AAPL,stock,Energy,32.05,910.52,29182.17,-0.19,3.64,-19.0,557
2023-04-06,Account C,AAPL,stock,Energy,16.85,1014.33,17091.46,0.08,1.71,8.0,782
2023-08-29,Account C,AAPL,stock,Tech,7.59,186.91,1418.65,0.22,4.59,22.0,637
2023-10-30,Account C,AAPL,mutual fund,Healthcare,32.84,199.98,6567.34,0.0,3.64,0.0,575
2023-10-03,Account C,AAPL,crypto,Finance,39.21,221.42,8681.88,-0.2,0.0,-20.0,602
2023-04-07,Account C,AAPL,crypto,Tech,35.89,567.06,20351.78,-0.07,0.0,-7.000000000000001,781
2023-09-24,Account C,AAPL,crypto,Healthcare,1.63,833.43,1358.49,0.23,0.0,23.0,611
2023-12-07,Account C,AAPL,mutual fund,Finance,47.92,870.33,41706.21,0.06,0.43,6.0,537
2023-06-23,Account C,AAPL,stock,Healthcare,27.89,600.97,16761.05,0.1,1.94,10.0,704
2023-12-31,Account C,AAPL,crypto,Consumer,12.77,187.7,2396.93,-0.04,0.0,-4.0,513
2023-07-28,Account C,AAPL,mutual fund,Consumer,5.74,306.5,1759.31,0.29,2.22,28.999999999999996,669
2023-08-17,Account C,AAPL,mutual fund,Consumer,27.06,1316.75,35631.25,0.3,2.91,30.0,649
2023-12-27,Account C,GOOGL,stock,Consumer,40.81,524.06,21386.89,-0.05,2.01,-5.0,517
2023-07-22,Account C,GOOGL,crypto,Finance,33.95,1039.18,35280.16,-0.04,0.0,-4.0,675
2023-10-11,Account C,GOOGL,mutual fund,Energy,7.53,966.97,7281.28,-0.14,2.89,-14.000000000000002,594
2023-02-10,Account C,GOOGL,mutual fund,Consumer,34.98,1065.89,37284.83,0.18,4.36,18.0,837
2023-06-21,Account C,GOOGL,crypto,Energy,25.5,1108.86,28275.93,0.11,0.0,11.0,706
2023-07-17,Account C,GOOGL,stock,Healthcare,10.15,87.25,885.59,-0.06,2.22,-6.0,680
2023-11-21,Account C,GOOGL,stock,Healthcare,31.24,1282.44,40063.43,-0.1,0.63,-10.0,553
2023-10-24,Account C,GOOGL,mutual fund,Tech,48.21,206.66,9963.08,0.04,2.93,4.0,581
2023-01-11,Account C,GOOGL,crypto,Tech,27.53,174.75,4810.87,-0.17,0.0,-17.0,867
2023-08-15,Account C,GOOGL,crypto,Consumer,6.17,899.1,5547.45,0.07,0.0,7.000000000000001,651
2023-02-18,Account C,GOOGL,mutual fund,Tech,12.45,974.77,12135.89,0.21,0.21,21.0,829
2023-03-28,Account C,GOOGL,mutual fund,Healthcare,25.41,1049.5,26667.8,-0.07,1.54,-7.000000000000001,791
2023-10-27,Account C,GOOGL,crypto,Healthcare,31.07,1352.01,42006.95,0.2,0.0,20.0,578
2023-04-23,Account C,GOOGL,stock,Consumer,29.57,1108.82,32787.81,-0.02,3.2,-2.0,765
2023-10-03,Account C,GOOGL,mutual fund,Energy,23.84,325.41,7757.77,0.15,2.78,15.0,602
2023-07-12,Account C,GOOGL,crypto,Consumer,18.57,1371.44,25467.64,-0.19,0.0,-19.0,685
2023-08-14,Account C,GOOGL,mutual fund,Tech,16.47,132.48,2181.95,0.18,3.51,18.0,652
2023-01-01,Account C,GOOGL,crypto,Consumer,17.24,1029.71,17752.2,-0.0,0.0,-0.0,877
2023-07-27,Account C,GOOGL,mutual fund,Tech,38.06,708.57,26968.17,0.01,4.67,1.0,670
2023-12-04,Account C,GOOGL,crypto,Healthcare,13.29,224.65,2985.6,0.09,0.0,9.0,540
2023-09-02,Account C,GOOGL,stock,Consumer,48.5,597.87,28996.69,-0.17,1.7,-17.0,633
2023-06-17,Account C,GOOGL,stock,Healthcare,25.79,284.79,7344.73,0.13,4.99,13.0,710
2023-04-13,Account C,GOOGL,stock,Tech,23.14,564.36,13059.29,0.0,0.58,0.0,775
2023-12-16,Account C,GOOGL,crypto,Tech,44.28,651.5,28848.42,-0.01,0.0,-1.0,528
2023-11-02,Account C,GOOGL,mutual fund,Finance,33.32,690.95,23022.45,0.12,0.31,12.0,572
2023-10-12,Account C,GOOGL,stock,Finance,40.87,1413.73,57779.15,0.12,4.77,12.0,593
2023-01-31,Account C,GOOGL,crypto,Finance,8.42,742.25,6249.74,0.1,0.0,10.0,847
2023-01-03,Account C,GOOGL,stock,Consumer,29.51,632.12,18653.86,-0.03,0.63,-3.0,875
2023-05-23,Account C,GOOGL,mutual fund,Consumer,20.2,285.86,5774.37,0.17,1.04,17.0,735
2023-03-21,Account C,GOOGL,stock,Healthcare,3.87,850.93,3293.1,0.1,4.36,10.0,798
2023-11-19,Account C,GOOGL,mutual fund,Healthcare,29.27,550.95,16126.31,0.2,2.7,20.0,555
2023-08-29,Account C,GOOGL,stock,Finance,4.88,870.48,4247.94,0.25,1.98,25.0,637
2023-08-24,Account C,GOOGL,stock,Healthcare,15.52,258.03,4004.63,-0.12,2.16,-12.0,642
2023-07-16,Account C,GOOGL,stock,Finance,30.19,166.89,5038.41,0.27,3.78,27.0,681
2023-12-15,Account C,GOOGL,stock,Consumer,29.74,1251.24,37211.88,-0.16,2.38,-16.0,529
2023-11-26,Account C,GOOGL,crypto,Finance,31.87,1251.55,39886.9,0.19,0.0,19.0,548
2023-05-13,Account C,GOOGL,crypto,Tech,14.58,1414.28,20620.2,-0.14,0.0,-14.000000000000002,745
2023-01-13,Account C,GOOGL,stock,Energy,43.88,1457.86,63970.9,-0.11,3.61,-11.0,865
2023-07-18,Account C,GOOGL,mutual fund,Energy,2.97,637.86,1894.44,0.06,2.9,6.0,679
2023-06-22,Account C,GOOGL,mutual fund,Consumer,46.86,1024.76,48020.25,0.04,4.05,4.0,705
2023-01-25,Account C,GOOGL,mutual fund,Healthcare,47.58,82.0,3901.56,0.29,0.43,28.999999999999996,853
2023-08-13,Account C,GOOGL,stock,Tech,40.9,456.49,18670.44,-0.13,2.2,-13.0,653
2023-08-19,Account C,GOOGL,mutual fund,Finance,32.55,602.38,19607.47,-0.17,3.0,-17.0,647
2023-04-16,Account C,GOOGL,crypto,Tech,45.22,605.66,27387.95,-0.09,0.0,-9.0,772
2023-05-22,Account C,GOOGL,mutual fund,Healthcare,22.69,120.13,2725.75,0.21,4.13,21.0,736
2023-10-30,Account C,GOOGL,mutual fund,Energy,29.81,562.0,16753.22,0.2,2.77,20.0,575
2023-01-08,Account C,GOOGL,stock,Finance,41.47,965.62,40044.26,0.19,2.99,19.0,870
2023-04-07,Account C,GOOGL,crypto,Consumer,21.29,1439.02,30636.74,0.07,0.0,7.000000000000001,781
2023-04-02,Account C,GOOGL,stock,Finance,30.65,369.71,11331.61,0.11,2.86,11.0,786
2023-01-27,Account C,GOOGL,stock,Finance,10.06,136.4,1372.18,0.1,3.82,10.0,851
2023-01-29,Account C,GOOGL,crypto,Energy,26.65,378.82,10095.55,0.13,0.0,13.0,849
2023-03-17,Account C,GOOGL,crypto,Energy,4.93,690.66,3404.95,-0.12,0.0,-12.0,802
2023-10-29,Account C,GOOGL,mutual fund,Finance,10.04,343.33,3447.03,-0.01,0.26,-1.0,576
2023-11-24,Account C,GOOGL,stock,Finance,20.49,791.98,16227.67,0.04,1.91,4.0,550
2023-02-26,Account C,GOOGL,mutual fund,Healthcare,42.12,260.72,10981.53,0.05,0.31,5.0,821
2023-04-09,Account C,GOOGL,stock,Healthcare,4.49,882.11,3960.67,0.08,4.39,8.0,779
2023-09-23,Account C,GOOGL,stock,Healthcare,28.34,1441.7,40857.78,-0.18,0.49,-18.0,612
2023-03-15,Account C,GOOGL,mutual fund,Finance,3.16,318.65,1006.93,0.07,3.23,7.000000000000001,804
2023-07-15,Account C,GOOGL,mutual fund,Consumer,3.23,1421.66,4591.96,0.22,1.48,22.0,682
2023-03-27,Account C,GOOGL,crypto,Energy,4.78,296.34,1416.51,-0.14,0.0,-14.000000000000002,792
2023-02-22,Account C,JNJ,crypto,Energy,7.04,801.91,5645.45,-0.08,0.0,-8.0,825
2023-07-14,Account C,JNJ,stock,Energy,18.55,1484.78,27542.67,0.14,4.74,14.000000000000002,683
2023-04-09,Account C,JNJ,mutual fund,Healthcare,7.99,604.1,4826.76,0.08,0.38,8.0,779
2023-07-05,Account C,JNJ,stock,Finance,1.21,1022.13,1236.78,0.12,2.05,12.0,692
2023-07-23,Account C,JNJ,stock,Healthcare,24.99,652.39,16303.23,-0.19,1.68,-19.0,674
2023-08-06,Account C,JNJ,mutual fund,Energy,9.68,192.72,1865.53,0.28,3.0,28.000000000000004,660
2023-05-14,Account C,JNJ,crypto,Energy,36.7,507.28,18617.18,-0.0,0.0,-0.0,744
2023-11-06,Account C,JNJ,stock,Consumer,12.61,190.6,2403.47,-0.11,3.99,-11.0,568
2023-04-24,Account C,JNJ,mutual fund,Tech,34.2,843.05,28832.31,0.04,4.61,4.0,764
2023-08-21,Account C,JNJ,crypto,Energy,4.56,456.87,2083.33,-0.03,0.0,-3.0,645
2023-05-03,Account C,JNJ,stock,Energy,39.34,1489.15,58583.16,-0.08,4.37,-8.0,755
2023-10-01,Account C,JNJ,mutual fund,Energy,41.7,375.75,15668.78,-0.0,2.05,-0.0,604
2023-11-15,Account C,JNJ,stock,Consumer,48.93,312.29,15280.35,0.2,1.67,20.0,559
2023-03-11,Account C,JNJ,crypto,Healthcare,36.81,659.02,24258.53,0.09,0.0,9.0,808
2023-10-10,Account C,JNJ,stock,Healthcare,41.8,1216.04,50830.47,0.23,0.3,23.0,595
2023-07-22,Account C,JNJ,stock,Healthcare,34.91,252.98,8831.53,0.01,2.74,1.0,675
2023-06-25,Account C,JNJ,mutual fund,Healthcare,20.73,803.44,16655.31,0.3,0.68,30.0,702
2023-04-08,Account C,JNJ,stock,Energy,34.1,624.2,21285.22,-0.13,0.79,-13.0,780
2023-08-30,Account C,JNJ,crypto,Consumer,47.51,1325.42,62970.7,0.25,0.0,25.0,636
2023-12-01,Account C,JNJ,stock,Consumer,49.59,352.06,17458.66,-0.02,3.35,-2.0,543
2023-03-23,Account C,JNJ,crypto,Consumer,24.71,656.66,16226.07,-0.02,0.0,-2.0,796
2023-01-18,Account C,JNJ,stock,Consumer,30.1,884.61,26626.76,-0.12,2.36,-12.0,860
2023-07-06,Account C,JNJ,crypto,Energy,28.12,876.92,24658.99,-0.09,0.0,-9.0,691
2023-01-09,Account C,JNJ,crypto,Consumer,37.37,86.54,3234.0,-0.02,0.0,-2.0,869
2023-01-11,Account C,JNJ,stock,Tech,39.23,867.64,34037.52,-0.07,3.47,-7.000000000000001,867
2023-12-09,Account C,JNJ,mutual fund,Tech,28.8,1204.55,34691.04,0.17,3.05,17.0,535
2023-08-28,Account C,JNJ,mutual fund,Finance,24.92,243.11,6058.3,-0.07,2.1,-7.000000000000001,638
2023-12-03,Account C,JNJ,mutual fund,Energy,30.37,794.88,24140.51,-0.06,0.03,-6.0,541
2023-02-21,Account C,JNJ,crypto,Energy,25.32,464.16,11752.53,0.17,0.0,17.0,826
2023-08-16,Account C,JNJ,stock,Consumer,2.17,898.0,1948.66,0.27,0.87,27.0,650
2023-09-28,Account C,JNJ,crypto,Tech,24.11,182.56,4401.52,0.11,0.0,11.0,607
2023-11-19,Account C,JNJ,mutual fund,Tech,27.98,640.68,17926.23,0.06,4.48,6.0,555
2023-07-20,Account C,JNJ,crypto,Tech,10.62,82.72,878.49,0.23,0.0,23.0,677
2023-03-17,Account C,JNJ,crypto,Finance,29.28,1341.45,39277.66,0.1,0.0,10.0,802
2023-05-05,Account C,JNJ,mutual fund,Finance,40.7,673.03,27392.32,0.17,4.57,17.0,753
2023-01-04,Account C,JNJ,stock,Tech,29.03,312.14,9061.42,-0.07,0.99,-7.000000000000001,874
2023-01-08,Account C,JNJ,mutual fund,Healthcare,13.1,494.3,6475.33,0.08,2.94,8.0,870
2023-10-26,Account C,JNJ,mutual fund,Energy,21.9,942.36,20637.68,-0.16,0.44,-16.0,579
2023-05-16,Account C,JNJ,stock,Healthcare,9.42,801.21,7547.4,-0.09,1.42,-9.0,742
2023-10-15,Account C,JNJ,mutual fund,Healthcare,20.62,1227.21,25305.07,-0.19,3.25,-19.0,590
2023-03-01,Account C,JNJ,mutual fund,Tech,33.77,1208.05,40795.85,0.27,0.1,27.0,818
2023-05-07,Account C,JNJ,crypto,Consumer,8.54,1334.95,11400.47,0.03,0.0,3.0,751
2023-11-25,Account C,JNJ,mutual fund,Energy,28.66,1011.39,28986.44,0.14,4.66,14.000000000000002,549
2023-06-07,Account C,JNJ,crypto,Tech,49.85,1094.23,54547.37,-0.06,0.0,-6.0,720
2023-12-30,Account C,JNJ,crypto,Consumer,44.11,121.37,5353.63,-0.08,0.0,-8.0,514
2023-01-07,Account C,JNJ,crypto,Tech,44.97,421.48,18953.96,-0.09,0.0,-9.0,871
2023-07-28,Account C,JNJ,mutual fund,Energy,7.77,1295.71,10067.67,0.05,3.37,5.0,669
2023-03-20,Account C,JNJ,mutual fund,Energy,12.71,1149.16,14605.82,0.18,1.56,18.0,799
2023-12-12,Account C,JNJ,stock,Tech,21.12,354.05,7477.54,0.29,3.23,28.999999999999996,532
2023-07-16,Account C,JNJ,mutual fund,Finance,46.79,489.91,22922.89,0.19,3.83,19.0,681
2023-05-17,Account C,JNJ,crypto,Consumer,34.89,1450.18,50596.78,-0.0,0.0,-0.0,741
2023-11-28,Account C,JNJ,mutual fund,Finance,7.41,1023.98,7587.69,0.16,2.88,16.0,546
2023-11-26,Account C,JNJ,stock,Finance,11.13,781.46,8697.65,-0.04,2.14,-4.0,548
2023-03-27,Account C,JNJ,crypto,Energy,32.62,1130.56,36878.87,-0.08,0.0,-8.0,792
2023-03-29,Account C,JNJ,crypto,Consumer,20.86,440.28,9184.24,-0.1,0.0,-10.0,790
2023-09-24,Account C,JNJ,mutual fund,Healthcare,39.39,1368.42,53902.06,-0.01,3.76,-1.0,611
2023-06-08,Account C,JNJ,stock,Finance,44.95,1276.88,57395.76,-0.11,4.78,-11.0,719
2023-08-23,Account C,JNJ,crypto,Tech,19.46,541.9,10545.37,-0.17,0.0,-17.0,643
2023-07-27,Account C,JNJ,mutual fund,Finance,24.82,208.07,5164.3,-0.08,1.58,-8.0,670
2023-01-13,Account C,JNJ,mutual fund,Finance,40.63,1319.46,53609.66,-0.05,4.29,-5.0,865
2023-08-15,Account C,XOM,crypto,Energy,43.0,1158.74,49825.82,-0.13,0.0,-13.0,651
2023-05-11,Account C,XOM,stock,Consumer,34.83,1420.28,49468.35,0.14,1.66,14.000000000000002,747
2023-05-04,Account C,XOM,stock,Healthcare,25.53,986.3,25180.24,0.06,0.6,6.0,754
2023-05-14,Account C,XOM,mutual fund,Tech,16.29,1213.47,19767.43,0.23,0.69,23.0,744
2023-10-15,Account C,XOM,stock,Finance,47.67,526.79,25112.08,0.13,3.76,13.0,590
2023-01-22,Account C,XOM,crypto,Consumer,40.79,1421.34,57976.46,-0.04,0.0,-4.0,856
2023-03-16,Account C,XOM,stock,Consumer,43.07,240.95,10377.72,0.15,3.71,15.0,803
2023-11-19,Account C,XOM,crypto,Tech,34.21,415.86,14226.57,0.24,0.0,24.0,555
2023-08-09,Account C,XOM,stock,Tech,9.27,127.77,1184.43,0.16,2.38,16.0,657
2023-05-20,Account C,XOM,stock,Finance,42.61,605.93,25818.68,-0.12,4.18,-12.0,738
2023-10-18,Account C,XOM,mutual fund,Tech,27.9,324.33,9048.81,0.16,2.56,16.0,587
2023-10-23,Account C,XOM,crypto,Finance,30.61,718.3,21987.16,0.21,0.0,21.0,582
2023-11-13,Account C,XOM,mutual fund,Tech,41.65,1078.61,44924.11,-0.15,4.19,-15.0,561
2023-11-26,Account C,XOM,crypto,Energy,33.88,1060.69,35936.18,-0.02,0.0,-2.0,548
2023-04-28,Account C,XOM,mutual fund,Healthcare,44.08,1101.79,48566.9,-0.14,2.04,-14.000000000000002,760
2023-07-04,Account C,XOM,crypto,Finance,44.43,118.44,5262.29,0.28,0.0,28.000000000000004,693
2023-07-13,Account C,XOM,stock,Healthcare,34.28,965.5,33097.34,-0.06,1.24,-6.0,684
2023-11-30,Account C,XOM,crypto,Finance,47.16,482.5,22754.7,0.19,0.0,19.0,544
2023-03-22,Account C,XOM,crypto,Finance,20.26,251.92,5103.9,-0.19,0.0,-19.0,797
2023-10-11,Account C,XOM,mutual fund,Consumer,27.67,1464.88,40533.23,-0.02,1.79,-2.0,594
2023-06-17,Account C,XOM,mutual fund,Healthcare,17.86,804.79,14373.55,0.02,4.4,2.0,710
2023-08-20,Account C,XOM,stock,Tech,25.77,786.25,20261.66,-0.13,4.91,-13.0,646
2023-11-04,Account C,XOM,stock,Consumer,13.25,156.38,2072.03,0.13,2.98,13.0,570
2023-05-10,Account C,XOM,crypto,Consumer,21.34,662.18,14130.92,0.19,0.0,19.0,748
2023-11-02,Account C,XOM,stock,Tech,10.59,1239.37,13124.93,0.12,2.09,12.0,572
2023-12-22,Account C,XOM,stock,Healthcare,23.44,422.14,9894.96,0.18,2.56,18.0,522
2023-10-19,Account C,XOM,mutual fund,Consumer,16.72,914.27,15286.59,0.3,2.18,30.0,586
2023-08-02,Account C,XOM,mutual fund,Finance,46.11,550.27,25372.95,-0.17,1.02,-17.0,664
2023-04-13,Account C,XOM,crypto,Tech,21.52,368.47,7929.47,-0.2,0.0,-20.0,775
2023-10-05,Account C,XOM,mutual fund,Energy,45.84,1273.63,58383.2,0.17,0.84,17.0,600
2023-04-20,Account C,XOM,crypto,Finance,6.9,148.03,1021.41,0.16,0.0,16.0,768
2023-10-08,Account C,XOM,mutual fund,Tech,46.51,674.28,31360.76,-0.14,2.56,-14.000000000000002,597
2023-08-10,Account C,XOM,stock,Finance,18.09,593.5,10736.41,0.11,3.59,11.0,656
2023-05-03,Account C,XOM,stock,Consumer,6.42,101.61,652.34,0.3,1.16,30.0,755
2023-06-07,Account C,XOM,mutual fund,Consumer,3.64,325.32,1184.16,-0.18,1.96,-18.0,720
